Product ID,Category,Sub-Category,Supplier Name,Supplier Region,Lead Time (Days),Cost per Unit,Quality Score,Delivery Accuracy (%),Reliability Rating,Reorder Level,Max Order Qty,Min Order Qty,Avg Monthly Orders,Annual Supply Value,Contact Email
FUR-TA-10016797,Furniture,Tables,Delta Stationery,East,2,222.77,2.4,84.73,1,90,855,22,222,593459.28,delta@supplier.com
TEC-MA-10016798,Technology,Machines,Delta Stationery,South,4,236.94,5.0,87.91,3,10,298,43,72,204716.16,delta@supplier.com
FUR-BO-10016799,Furniture,Bookcases,Gamma Electronics,West,10,208.42,2.0,96.6,1,44,908,20,493,1233012.72,gamma@supplier.com
TEC-PH-10016800,Technology,Phones,Alpha Furnishings,South,10,118.61,4.9,91.08,5,43,107,43,298,424149.36,alpha@supplier.com
FUR-TA-10016801,Furniture,Tables,Beta Office Supplies,South,2,342.86,4.9,82.55,7,59,494,4,446,1834986.72,beta@supplier.com
TEC-MA-10016802,Technology,Machines,Gamma Electronics,South,10,37.38,4.2,81.81,8,23,363,13,124,55621.44,gamma@supplier.com
FUR-CH-10016803,Furniture,Chairs,Beta Office Supplies,East,6,399.28,2.5,85.2,7,32,541,26,340,1629062.4,beta@supplier.com
FUR-CH-10016804,Furniture,Chairs,Alpha Furnishings,South,5,427.5,1.6,97.9,6,92,950,40,273,1400490.0,alpha@supplier.com
OFF-PA-10016805,Office Supplies,Paper,Beta Office Supplies,North,2,487.54,4.8,93.79,3,32,871,50,95,555795.6,beta@supplier.com
OFF-BI-10016806,Office Supplies,Binders,Delta Stationery,West,2,93.04,4.4,92.83,8,99,521,2,459,512464.32,delta@supplier.com
OFF-BI-10016807,Office Supplies,Binders,Delta Stationery,East,7,171.8,2.7,85.13,1,71,926,4,328,676204.8,delta@supplier.com
FUR-CH-10016808,Furniture,Chairs,Delta Stationery,North,10,193.89,1.7,94.18,3,55,473,43,483,1123786.44,delta@supplier.com
TEC-MA-10016809,Technology,Machines,Delta Stationery,East,8,30.11,3.6,83.3,10,58,858,6,457,165123.24,delta@supplier.com
OFF-LA-10016810,Office Supplies,Labels,Omega Imports,East,8,489.05,1.5,82.34,3,54,939,44,327,1919032.2,omega@supplier.com
TEC-AC-10016811,Technology,Accessories,Alpha Furnishings,West,5,297.86,4.4,95.65,10,21,469,30,80,285945.6,alpha@supplier.com
OFF-LA-10016812,Office Supplies,Labels,Gamma Electronics,North,6,91.45,3.1,84.4,10,65,409,13,353,387382.2,gamma@supplier.com
OFF-AR-10016813,Office Supplies,Art,Delta Stationery,North,10,494.97,2.5,87.02,2,33,774,33,75,445473.0,delta@supplier.com
FUR-TA-10016814,Furniture,Tables,Alpha Furnishings,East,8,158.77,2.1,89.47,4,57,135,26,398,758285.52,alpha@supplier.com
TEC-AC-10016815,Technology,Accessories,Delta Stationery,West,9,273.51,4.1,84.48,4,68,102,9,242,794273.04,delta@supplier.com
FUR-CH-10016816,Furniture,Chairs,Delta Stationery,East,3,110.25,1.7,83.24,6,63,469,4,148,195804.0,delta@supplier.com
TEC-PH-10016817,Technology,Phones,Alpha Furnishings,South,3,78.83,2.6,81.5,7,34,618,11,313,296085.48,alpha@supplier.com
FUR-BO-10016818,Furniture,Bookcases,Alpha Furnishings,South,4,13.69,4.8,84.76,4,78,657,38,481,79018.68,alpha@supplier.com
FUR-CH-10016819,Furniture,Chairs,Omega Imports,South,7,102.19,4.7,85.57,10,57,189,43,409,501548.52,omega@supplier.com
TEC-PH-10016820,Technology,Phones,Beta Office Supplies,North,8,425.71,2.4,88.37,2,97,926,7,146,745843.92,beta@supplier.com
OFF-LA-10016821,Office Supplies,Labels,Beta Office Supplies,West,9,102.89,3.8,86.91,9,47,934,1,120,148161.6,beta@supplier.com
OFF-BI-10016822,Office Supplies,Binders,Beta Office Supplies,Central,7,158.71,2.6,83.89,6,58,259,37,123,234255.96,beta@supplier.com
OFF-BI-10016823,Office Supplies,Binders,Alpha Furnishings,Central,4,417.33,3.6,81.13,9,32,338,5,474,2373773.04,alpha@supplier.com
FUR-TA-10016824,Furniture,Tables,Gamma Electronics,East,10,452.18,4.1,90.68,7,31,827,5,115,624008.4,gamma@supplier.com
OFF-PA-10016825,Office Supplies,Paper,Omega Imports,East,8,365.37,3.1,82.96,6,64,181,26,428,1876540.32,omega@supplier.com
TEC-PH-10016826,Technology,Phones,Delta Stationery,West,9,279.12,4.2,87.15,8,89,344,38,37,123929.28,delta@supplier.com
TEC-PH-10016827,Technology,Phones,Alpha Furnishings,South,9,368.89,3.2,88.58,7,63,337,15,374,1655578.32,alpha@supplier.com
OFF-PA-10016828,Office Supplies,Paper,Gamma Electronics,South,2,130.2,4.8,87.96,3,68,640,31,316,493718.4,gamma@supplier.com
OFF-LA-10016829,Office Supplies,Labels,Gamma Electronics,Central,2,397.57,3.9,87.09,8,74,240,24,498,2375878.32,gamma@supplier.com
TEC-PH-10016830,Technology,Phones,Gamma Electronics,North,10,172.56,2.1,86.17,10,72,242,20,487,1008440.64,gamma@supplier.com
FUR-CH-10016831,Furniture,Chairs,Alpha Furnishings,West,9,300.44,3.6,80.63,2,60,726,5,269,969820.32,alpha@supplier.com
OFF-LA-10016832,Office Supplies,Labels,Gamma Electronics,West,7,475.64,2.7,85.97,4,57,963,25,171,976013.28,gamma@supplier.com
OFF-LA-10016833,Office Supplies,Labels,Gamma Electronics,East,8,367.57,4.6,90.14,10,35,506,43,202,890989.68,gamma@supplier.com
FUR-BO-10016834,Furniture,Bookcases,Beta Office Supplies,South,3,63.06,2.1,84.93,5,58,376,10,319,241393.68,beta@supplier.com
TEC-AC-10016835,Technology,Accessories,Omega Imports,West,7,279.29,5.0,95.73,4,89,166,44,116,388771.68,omega@supplier.com
OFF-PA-10016836,Office Supplies,Paper,Beta Office Supplies,East,7,315.4,2.0,80.77,7,72,952,7,250,946200.0,beta@supplier.com
FUR-BO-10016837,Furniture,Bookcases,Gamma Electronics,West,8,418.59,2.6,85.11,9,33,563,30,172,863969.76,gamma@supplier.com
OFF-PA-10016838,Office Supplies,Paper,Omega Imports,West,9,25.49,4.5,81.03,7,50,450,34,117,35787.96,omega@supplier.com
TEC-PH-10016839,Technology,Phones,Delta Stationery,Central,4,427.71,3.4,96.49,10,68,451,25,368,1888767.36,delta@supplier.com
OFF-AR-10016840,Office Supplies,Art,Delta Stationery,North,10,23.07,3.0,88.96,6,37,396,37,431,119318.04,delta@supplier.com
OFF-AR-10016841,Office Supplies,Art,Beta Office Supplies,East,5,300.52,2.9,95.18,2,38,218,33,164,591423.36,beta@supplier.com
FUR-BO-10016842,Furniture,Bookcases,Gamma Electronics,South,9,225.64,2.2,81.14,6,32,727,44,250,676920.0,gamma@supplier.com
FUR-CH-10016843,Furniture,Chairs,Delta Stationery,East,9,453.43,2.2,86.56,8,52,240,36,35,190440.6,delta@supplier.com
FUR-TA-10016844,Furniture,Tables,Delta Stationery,North,9,478.97,3.8,96.52,2,32,720,21,17,97709.88,delta@supplier.com
TEC-PH-10016845,Technology,Phones,Gamma Electronics,South,6,41.84,2.7,93.44,8,30,204,36,446,223927.68,gamma@supplier.com
OFF-LA-10016846,Office Supplies,Labels,Alpha Furnishings,North,6,493.99,4.5,88.36,4,67,385,27,102,604643.76,alpha@supplier.com
OFF-LA-10016847,Office Supplies,Labels,Alpha Furnishings,West,5,142.66,4.4,96.69,4,32,862,7,44,75324.48,alpha@supplier.com
TEC-PH-10016848,Technology,Phones,Beta Office Supplies,North,6,145.26,2.9,96.18,2,91,465,20,462,805321.44,beta@supplier.com
FUR-TA-10016849,Furniture,Tables,Omega Imports,East,7,301.39,2.3,84.49,5,61,738,40,105,379751.4,omega@supplier.com
FUR-TA-10016850,Furniture,Tables,Alpha Furnishings,Central,6,427.42,1.5,82.1,6,86,920,34,431,2210616.24,alpha@supplier.com
OFF-BI-10016851,Office Supplies,Binders,Gamma Electronics,South,7,176.84,3.9,92.05,8,25,100,6,166,352265.28,gamma@supplier.com
OFF-AR-10016852,Office Supplies,Art,Alpha Furnishings,Central,9,233.65,2.1,81.19,1,67,417,17,408,1143950.4,alpha@supplier.com
FUR-TA-10016853,Furniture,Tables,Alpha Furnishings,South,8,39.81,2.1,86.66,9,40,752,31,265,126595.8,alpha@supplier.com
OFF-LA-10016854,Office Supplies,Labels,Omega Imports,West,3,435.18,4.1,92.51,7,23,637,27,299,1561425.84,omega@supplier.com
FUR-BO-10016855,Furniture,Bookcases,Delta Stationery,West,9,267.61,2.4,90.98,3,34,404,32,443,1422614.76,delta@supplier.com
OFF-LA-10016856,Office Supplies,Labels,Omega Imports,South,7,493.87,1.3,94.08,3,74,677,15,341,2020916.04,omega@supplier.com
FUR-CH-10016857,Furniture,Chairs,Gamma Electronics,South,5,278.41,2.2,98.81,2,97,208,23,254,848593.68,gamma@supplier.com
OFF-PA-10016858,Office Supplies,Paper,Delta Stationery,East,9,83.54,3.4,88.38,1,68,976,29,87,87215.76,delta@supplier.com
FUR-TA-10016859,Furniture,Tables,Gamma Electronics,East,9,376.04,4.1,91.58,7,49,692,19,487,2197577.76,gamma@supplier.com
OFF-AR-10016860,Office Supplies,Art,Beta Office Supplies,Central,7,481.33,4.8,85.12,10,23,117,29,348,2010034.08,beta@supplier.com
TEC-PH-10016861,Technology,Phones,Delta Stationery,West,8,299.05,2.2,97.35,3,39,910,18,439,1575395.4,delta@supplier.com
FUR-BO-10016862,Furniture,Bookcases,Omega Imports,Central,9,377.53,2.1,86.69,3,14,139,34,383,1735127.88,omega@supplier.com
FUR-TA-10016863,Furniture,Tables,Gamma Electronics,South,9,433.13,1.5,86.8,3,47,383,36,194,1008326.64,gamma@supplier.com
FUR-CH-10016864,Furniture,Chairs,Gamma Electronics,East,6,482.03,4.3,94.56,10,59,193,8,246,1422952.56,gamma@supplier.com
OFF-PA-10016865,Office Supplies,Paper,Alpha Furnishings,West,10,415.64,1.2,80.13,10,62,549,3,347,1730724.96,alpha@supplier.com
FUR-BO-10016866,Furniture,Bookcases,Alpha Furnishings,South,3,274.32,4.2,97.98,9,46,506,10,462,1520830.08,alpha@supplier.com
FUR-CH-10016867,Furniture,Chairs,Gamma Electronics,South,10,142.74,3.3,89.08,7,65,780,9,71,121614.48,gamma@supplier.com
FUR-CH-10016868,Furniture,Chairs,Gamma Electronics,North,8,244.71,2.9,81.18,10,71,774,5,447,1312624.44,gamma@supplier.com
OFF-LA-10016869,Office Supplies,Labels,Omega Imports,North,7,327.73,4.6,95.74,5,21,417,50,480,1887724.8,omega@supplier.com
OFF-BI-10016870,Office Supplies,Binders,Alpha Furnishings,North,10,409.24,2.8,87.25,1,11,546,15,105,515642.4,alpha@supplier.com
FUR-TA-10016871,Furniture,Tables,Alpha Furnishings,Central,6,250.56,1.0,82.14,4,38,835,23,16,48107.52,alpha@supplier.com
TEC-MA-10016872,Technology,Machines,Omega Imports,Central,4,489.61,2.5,83.15,3,73,507,42,329,1932980.28,omega@supplier.com
FUR-BO-10016873,Furniture,Bookcases,Beta Office Supplies,Central,2,240.56,2.7,89.3,3,86,332,4,426,1229742.72,beta@supplier.com
OFF-LA-10016874,Office Supplies,Labels,Gamma Electronics,South,4,186.33,2.8,83.94,7,70,655,43,54,120741.84,gamma@supplier.com
TEC-AC-10016875,Technology,Accessories,Omega Imports,West,9,102.86,1.6,83.29,1,52,563,42,408,503602.56,omega@supplier.com
OFF-LA-10016876,Office Supplies,Labels,Delta Stationery,East,6,19.06,1.4,95.87,1,76,151,18,338,77307.36,delta@supplier.com
FUR-TA-10016877,Furniture,Tables,Gamma Electronics,Central,5,237.74,3.9,86.29,3,78,896,17,193,550605.84,gamma@supplier.com
FUR-TA-10016878,Furniture,Tables,Beta Office Supplies,East,8,270.42,1.1,85.9,9,92,674,11,295,957286.8,beta@supplier.com
OFF-PA-10016879,Office Supplies,Paper,Alpha Furnishings,South,10,394.98,2.0,85.67,10,79,500,12,446,2113932.96,alpha@supplier.com
FUR-BO-10016880,Furniture,Bookcases,Delta Stationery,West,3,386.51,2.6,91.91,4,61,124,46,384,1781038.08,delta@supplier.com
FUR-CH-10016881,Furniture,Chairs,Alpha Furnishings,South,3,476.83,4.6,80.38,4,96,780,20,478,2735096.88,alpha@supplier.com
TEC-AC-10016882,Technology,Accessories,Beta Office Supplies,South,3,264.01,1.1,85.43,6,94,370,27,439,1390804.68,beta@supplier.com
TEC-MA-10016883,Technology,Machines,Delta Stationery,Central,9,114.61,4.4,98.55,2,62,668,42,434,596888.88,delta@supplier.com
FUR-TA-10016884,Furniture,Tables,Alpha Furnishings,East,7,215.94,1.9,80.25,6,26,952,50,210,544168.8,alpha@supplier.com
OFF-AR-10016885,Office Supplies,Art,Alpha Furnishings,East,6,411.64,4.2,89.75,6,45,971,47,19,93853.92,alpha@supplier.com
FUR-TA-10016886,Furniture,Tables,Gamma Electronics,North,2,171.19,2.1,84.83,4,60,888,3,375,770355.0,gamma@supplier.com
TEC-PH-10016887,Technology,Phones,Beta Office Supplies,East,9,384.84,4.7,84.44,10,20,426,9,193,891289.44,beta@supplier.com
TEC-PH-10016888,Technology,Phones,Omega Imports,West,7,35.98,3.9,99.49,3,54,632,50,448,193428.48,omega@supplier.com
FUR-TA-10016889,Furniture,Tables,Omega Imports,Central,8,375.82,2.2,92.97,6,88,321,32,235,1059812.4,omega@supplier.com
OFF-PA-10016890,Office Supplies,Paper,Gamma Electronics,Central,8,277.59,4.7,97.4,3,89,310,15,33,109925.64,gamma@supplier.com
TEC-AC-10016891,Technology,Accessories,Beta Office Supplies,East,7,354.16,2.5,80.84,7,10,774,32,400,1699968.0,beta@supplier.com
TEC-PH-10016892,Technology,Phones,Beta Office Supplies,Central,4,46.16,3.0,85.72,4,88,540,29,29,16063.68,beta@supplier.com
TEC-AC-10016893,Technology,Accessories,Gamma Electronics,East,3,395.99,4.2,96.88,1,17,771,46,71,337383.48,gamma@supplier.com
OFF-BI-10016894,Office Supplies,Binders,Alpha Furnishings,North,9,450.07,2.2,96.0,1,80,590,40,439,2370968.76,alpha@supplier.com
FUR-CH-10016895,Furniture,Chairs,Delta Stationery,West,2,428.23,2.9,80.73,4,26,949,39,319,1639264.44,delta@supplier.com
FUR-TA-10016896,Furniture,Tables,Alpha Furnishings,North,10,129.83,4.4,80.04,6,61,210,32,182,283548.72,alpha@supplier.com
TEC-AC-10016897,Technology,Accessories,Omega Imports,Central,9,51.45,4.6,92.04,8,84,598,45,76,46922.4,omega@supplier.com
TEC-AC-10016898,Technology,Accessories,Gamma Electronics,South,9,408.21,3.4,84.39,10,48,655,27,486,2380680.72,gamma@supplier.com
OFF-BI-10016899,Office Supplies,Binders,Alpha Furnishings,West,2,50.46,4.4,92.88,5,88,301,35,139,84167.28,alpha@supplier.com
OFF-LA-10016900,Office Supplies,Labels,Alpha Furnishings,Central,5,41.68,4.7,87.55,4,10,595,39,206,103032.96,alpha@supplier.com
TEC-AC-10016901,Technology,Accessories,Delta Stationery,West,8,125.84,1.3,96.9,8,19,936,10,22,33221.76,delta@supplier.com
OFF-BI-10016902,Office Supplies,Binders,Beta Office Supplies,South,3,230.32,3.5,81.22,3,56,728,8,109,301258.56,beta@supplier.com
TEC-AC-10016903,Technology,Accessories,Alpha Furnishings,East,6,55.92,3.7,83.56,8,57,432,26,124,83208.96,alpha@supplier.com
FUR-BO-10016904,Furniture,Bookcases,Omega Imports,East,8,246.58,2.9,93.62,10,39,339,10,437,1293065.52,omega@supplier.com
FUR-TA-10016905,Furniture,Tables,Alpha Furnishings,South,2,229.04,1.9,92.56,7,32,336,2,386,1060913.28,alpha@supplier.com
OFF-PA-10016906,Office Supplies,Paper,Omega Imports,North,10,280.94,2.5,97.28,3,37,146,33,48,161821.44,omega@supplier.com
TEC-PH-10016907,Technology,Phones,Beta Office Supplies,North,6,361.48,2.9,98.34,4,53,796,7,63,273278.88,beta@supplier.com
FUR-TA-10016908,Furniture,Tables,Alpha Furnishings,West,4,253.17,2.1,86.45,3,34,201,4,383,1163569.32,alpha@supplier.com
FUR-TA-10016909,Furniture,Tables,Gamma Electronics,Central,2,367.53,3.1,81.37,2,95,848,12,294,1296645.84,gamma@supplier.com
FUR-CH-10016910,Furniture,Chairs,Gamma Electronics,West,10,279.24,1.7,82.67,5,39,635,30,411,1377211.68,gamma@supplier.com
FUR-BO-10016911,Furniture,Bookcases,Delta Stationery,North,4,131.78,3.4,82.11,1,62,720,42,408,645194.88,delta@supplier.com
TEC-MA-10016912,Technology,Machines,Beta Office Supplies,Central,4,32.9,3.9,88.14,3,23,348,21,241,95146.8,beta@supplier.com
FUR-BO-10016913,Furniture,Bookcases,Alpha Furnishings,West,8,466.52,4.4,97.35,4,80,406,34,263,1472337.12,alpha@supplier.com
FUR-BO-10016914,Furniture,Bookcases,Beta Office Supplies,North,5,96.73,2.8,90.23,8,25,435,24,263,305279.88,beta@supplier.com
TEC-MA-10016915,Technology,Machines,Beta Office Supplies,West,8,328.89,4.2,97.25,5,45,746,47,133,524908.44,beta@supplier.com
FUR-CH-10016916,Furniture,Chairs,Delta Stationery,South,7,140.99,3.6,97.45,6,27,662,24,43,72750.84,delta@supplier.com
FUR-TA-10016917,Furniture,Tables,Alpha Furnishings,West,4,286.58,1.6,80.59,1,33,576,33,109,374846.64,alpha@supplier.com
TEC-MA-10016918,Technology,Machines,Delta Stationery,West,9,267.24,3.3,88.58,3,75,359,3,240,769651.2,delta@supplier.com
TEC-MA-10016919,Technology,Machines,Alpha Furnishings,North,10,264.2,3.5,95.15,9,39,476,21,239,757725.6,alpha@supplier.com
TEC-PH-10016920,Technology,Phones,Alpha Furnishings,West,5,107.97,3.0,98.38,10,44,904,6,412,533803.68,alpha@supplier.com
TEC-PH-10016921,Technology,Phones,Alpha Furnishings,East,8,467.16,4.0,81.66,7,39,731,46,374,2096614.08,alpha@supplier.com
FUR-BO-10016922,Furniture,Bookcases,Omega Imports,Central,7,173.79,1.7,81.32,3,56,723,29,30,62564.4,omega@supplier.com
FUR-CH-10016923,Furniture,Chairs,Beta Office Supplies,East,3,111.31,2.1,92.43,8,10,314,26,211,281836.92,beta@supplier.com
FUR-TA-10016924,Furniture,Tables,Beta Office Supplies,Central,4,436.92,4.4,90.15,5,25,706,49,82,429929.28,beta@supplier.com
FUR-CH-10016925,Furniture,Chairs,Beta Office Supplies,North,10,47.72,1.4,98.11,4,100,259,48,265,151749.6,beta@supplier.com
OFF-BI-10016926,Office Supplies,Binders,Alpha Furnishings,East,9,48.36,2.1,86.17,3,38,164,20,431,250117.92,alpha@supplier.com
TEC-AC-10016927,Technology,Accessories,Gamma Electronics,North,6,195.85,3.5,92.74,8,66,589,14,130,305526.0,gamma@supplier.com
FUR-TA-10016928,Furniture,Tables,Beta Office Supplies,South,5,329.24,1.3,97.15,2,64,976,8,199,786225.12,beta@supplier.com
FUR-BO-10016929,Furniture,Bookcases,Gamma Electronics,Central,8,495.53,3.7,80.65,10,69,267,9,68,404352.48,gamma@supplier.com
OFF-AR-10016930,Office Supplies,Art,Alpha Furnishings,South,5,437.46,3.6,82.52,2,87,464,39,29,152236.08,alpha@supplier.com
TEC-PH-10016931,Technology,Phones,Omega Imports,West,9,219.58,1.7,98.32,5,33,185,2,97,255591.12,omega@supplier.com
FUR-TA-10016932,Furniture,Tables,Gamma Electronics,South,7,479.73,3.7,88.22,5,25,744,6,292,1680973.92,gamma@supplier.com
FUR-TA-10016933,Furniture,Tables,Gamma Electronics,East,4,295.79,2.1,82.46,2,26,680,21,124,440135.52,gamma@supplier.com
TEC-PH-10016934,Technology,Phones,Alpha Furnishings,Central,9,22.81,2.1,82.18,1,63,804,25,272,74451.84,alpha@supplier.com
OFF-PA-10016935,Office Supplies,Paper,Omega Imports,East,7,379.1,4.8,86.77,3,61,902,17,374,1701400.8,omega@supplier.com
TEC-MA-10016936,Technology,Machines,Alpha Furnishings,West,7,221.85,3.4,80.13,2,75,496,42,196,521791.2,alpha@supplier.com
FUR-TA-10016937,Furniture,Tables,Beta Office Supplies,East,10,226.15,1.3,84.91,6,92,764,25,441,1196785.8,beta@supplier.com
OFF-BI-10016938,Office Supplies,Binders,Alpha Furnishings,Central,5,303.97,3.3,90.63,8,46,199,29,40,145905.6,alpha@supplier.com
FUR-BO-10016939,Furniture,Bookcases,Beta Office Supplies,North,10,456.13,3.4,92.83,8,62,947,16,412,2255106.72,beta@supplier.com
FUR-BO-10016940,Furniture,Bookcases,Beta Office Supplies,West,4,30.44,2.0,91.85,10,16,779,6,468,170951.04,beta@supplier.com
OFF-AR-10016941,Office Supplies,Art,Alpha Furnishings,East,5,382.04,2.2,93.85,10,41,834,48,320,1467033.6,alpha@supplier.com
OFF-PA-10016942,Office Supplies,Paper,Gamma Electronics,West,5,251.46,1.8,99.76,1,54,931,43,497,1499707.44,gamma@supplier.com
OFF-BI-10016943,Office Supplies,Binders,Beta Office Supplies,East,2,311.37,3.7,84.39,3,89,125,32,140,523101.6,beta@supplier.com
OFF-LA-10016944,Office Supplies,Labels,Gamma Electronics,North,9,214.84,2.2,84.27,4,86,247,20,208,536240.64,gamma@supplier.com
TEC-AC-10016945,Technology,Accessories,Gamma Electronics,Central,4,120.45,2.6,87.04,8,87,821,29,50,72270.0,gamma@supplier.com
FUR-BO-10016946,Furniture,Bookcases,Beta Office Supplies,West,9,45.26,2.8,81.02,9,83,231,49,187,101563.44,beta@supplier.com
TEC-MA-10016947,Technology,Machines,Delta Stationery,North,2,280.03,3.0,89.09,4,97,709,12,34,114252.24,delta@supplier.com
TEC-AC-10016948,Technology,Accessories,Alpha Furnishings,West,8,181.59,2.7,89.84,8,72,703,21,52,113312.16,alpha@supplier.com
OFF-PA-10016949,Office Supplies,Paper,Omega Imports,South,3,313.6,4.4,91.46,4,53,951,26,64,240844.8,omega@supplier.com
FUR-CH-10016950,Furniture,Chairs,Beta Office Supplies,South,7,116.83,2.4,83.36,2,53,110,2,170,238333.2,beta@supplier.com
OFF-BI-10016951,Office Supplies,Binders,Omega Imports,Central,10,72.15,4.1,81.58,6,98,899,24,181,156709.8,omega@supplier.com
OFF-AR-10016952,Office Supplies,Art,Delta Stationery,West,4,457.82,3.3,88.75,9,23,105,7,274,1505312.16,delta@supplier.com
TEC-MA-10016953,Technology,Machines,Gamma Electronics,West,3,119.6,2.0,81.17,5,64,406,29,29,41620.8,gamma@supplier.com
TEC-PH-10016954,Technology,Phones,Beta Office Supplies,East,5,292.41,3.1,94.33,3,69,205,27,76,266677.92,beta@supplier.com
TEC-AC-10016955,Technology,Accessories,Delta Stationery,South,10,140.23,1.6,82.91,8,35,879,42,126,212027.76,delta@supplier.com
FUR-BO-10016956,Furniture,Bookcases,Gamma Electronics,South,10,423.27,4.2,86.47,8,22,333,24,430,2184073.2,gamma@supplier.com
OFF-LA-10016957,Office Supplies,Labels,Beta Office Supplies,West,5,151.75,1.2,84.63,7,41,726,43,137,249477.0,beta@supplier.com
OFF-PA-10016958,Office Supplies,Paper,Beta Office Supplies,West,4,408.46,4.9,91.72,4,59,532,46,189,926387.28,beta@supplier.com
OFF-LA-10016959,Office Supplies,Labels,Delta Stationery,Central,3,396.39,3.8,98.06,1,44,359,7,238,1132089.84,delta@supplier.com
FUR-TA-10016960,Furniture,Tables,Gamma Electronics,South,2,353.62,4.7,96.9,5,56,104,10,292,1239084.48,gamma@supplier.com
FUR-BO-10016961,Furniture,Bookcases,Omega Imports,West,5,264.0,2.1,99.15,6,62,342,9,105,332640.0,omega@supplier.com
OFF-LA-10016962,Office Supplies,Labels,Beta Office Supplies,North,8,433.5,1.2,91.58,3,79,158,16,500,2601000.0,beta@supplier.com
TEC-MA-10016963,Technology,Machines,Beta Office Supplies,North,9,81.94,3.7,87.69,10,11,747,38,302,296950.56,beta@supplier.com
OFF-PA-10016964,Office Supplies,Paper,Omega Imports,South,4,495.15,4.6,88.15,6,73,443,22,477,2834238.6,omega@supplier.com
TEC-AC-10016965,Technology,Accessories,Gamma Electronics,East,4,438.93,1.0,92.64,6,95,481,13,147,774272.52,gamma@supplier.com
OFF-BI-10016966,Office Supplies,Binders,Delta Stationery,East,8,143.82,4.8,97.16,4,37,787,7,290,500493.6,delta@supplier.com
OFF-AR-10016967,Office Supplies,Art,Gamma Electronics,South,2,474.26,2.3,94.97,1,35,958,41,246,1400015.52,gamma@supplier.com
FUR-BO-10016968,Furniture,Bookcases,Gamma Electronics,Central,10,145.51,1.0,96.09,6,36,490,17,358,625110.96,gamma@supplier.com
FUR-CH-10016969,Furniture,Chairs,Alpha Furnishings,West,9,391.99,4.9,96.67,2,91,243,38,271,1274751.48,alpha@supplier.com
FUR-TA-10016970,Furniture,Tables,Delta Stationery,Central,9,71.86,1.0,85.53,1,23,745,27,165,142282.8,delta@supplier.com
OFF-AR-10016971,Office Supplies,Art,Gamma Electronics,Central,4,259.37,2.3,95.35,1,85,555,25,212,659837.28,gamma@supplier.com
FUR-TA-10016972,Furniture,Tables,Alpha Furnishings,Central,10,384.65,2.0,82.89,9,50,702,17,222,1024707.6,alpha@supplier.com
FUR-TA-10016973,Furniture,Tables,Gamma Electronics,South,2,183.28,4.3,81.3,5,21,630,48,224,492656.64,gamma@supplier.com
FUR-CH-10016974,Furniture,Chairs,Alpha Furnishings,North,7,393.12,2.2,89.44,4,42,538,17,20,94348.8,alpha@supplier.com
OFF-AR-10016975,Office Supplies,Art,Beta Office Supplies,North,7,346.44,3.5,84.49,5,31,598,34,333,1384374.24,beta@supplier.com
TEC-AC-10016976,Technology,Accessories,Omega Imports,Central,7,85.09,1.8,95.13,5,25,876,26,192,196047.36,omega@supplier.com
FUR-TA-10016977,Furniture,Tables,Delta Stationery,East,9,61.12,4.6,90.65,8,15,543,41,286,209763.84,delta@supplier.com
OFF-PA-10016978,Office Supplies,Paper,Omega Imports,Central,8,11.29,3.7,92.11,10,61,829,29,205,27773.4,omega@supplier.com
OFF-PA-10016979,Office Supplies,Paper,Gamma Electronics,Central,10,283.19,3.2,86.38,5,63,186,40,498,1692343.44,gamma@supplier.com
TEC-AC-10016980,Technology,Accessories,Beta Office Supplies,Central,3,210.01,2.3,99.82,6,65,625,23,304,766116.48,beta@supplier.com
OFF-AR-10016981,Office Supplies,Art,Delta Stationery,Central,10,330.9,4.9,80.32,9,18,851,19,47,186627.6,delta@supplier.com
FUR-TA-10016982,Furniture,Tables,Gamma Electronics,Central,8,466.91,2.6,86.21,10,74,208,50,43,240925.56,gamma@supplier.com
TEC-MA-10016983,Technology,Machines,Beta Office Supplies,North,4,409.23,2.0,90.01,2,10,846,18,280,1375012.8,beta@supplier.com
OFF-AR-10016984,Office Supplies,Art,Gamma Electronics,South,2,23.23,3.4,89.35,10,58,597,36,40,11150.4,gamma@supplier.com
FUR-CH-10016985,Furniture,Chairs,Alpha Furnishings,North,4,289.74,4.0,94.78,9,48,980,6,168,584115.84,alpha@supplier.com
OFF-BI-10016986,Office Supplies,Binders,Gamma Electronics,Central,5,226.23,2.3,92.15,7,37,610,35,64,173744.64,gamma@supplier.com
TEC-MA-10016987,Technology,Machines,Delta Stationery,Central,8,312.74,2.2,80.51,1,16,781,39,381,1429847.28,delta@supplier.com
TEC-PH-10016988,Technology,Phones,Omega Imports,Central,3,95.27,1.0,98.19,5,35,231,5,268,306388.32,omega@supplier.com
OFF-AR-10016989,Office Supplies,Art,Delta Stationery,South,6,447.53,1.2,91.13,2,45,138,16,73,392036.28,delta@supplier.com
FUR-TA-10016990,Furniture,Tables,Omega Imports,North,5,190.12,2.1,81.73,2,86,811,8,90,205329.6,omega@supplier.com
FUR-TA-10016991,Furniture,Tables,Beta Office Supplies,Central,8,413.2,3.7,80.55,3,73,560,49,437,2166820.8,beta@supplier.com
TEC-AC-10016992,Technology,Accessories,Gamma Electronics,Central,8,47.8,2.8,99.74,5,90,413,3,90,51624.0,gamma@supplier.com
